Name	Length	Identity	Relative length
1	10000	99.81032245183188	99.83028850953379
10	10000	99.68089349820502	99.76057462090982
100	10000	99.72067039106145	99.8003992015968
101	10000	99.830220713073	99.9000999000999
102	10000	99.71057884231537	99.83028850953379
103	10000	99.77034448327508	99.930048965724
104	10000	99.80035935316431	99.83028850953379
105	10000	99.66111830957838	99.68102073365232
106	10000	99.750499001996	99.84025559105432
107	10000	99.67098703888335	99.71083856815235
108	10000	99.53168593064966	99.69095803010667
109	10000	99.76050294381798	99.81036031540074
11	10000	99.83027156549521	99.84025559105432
110	10000	99.8102845731403	99.89012086704625
111	10000	99.80035935316431	99.83028850953379
112	10000	99.79035639412997	99.84025559105432
113	10000	99.69074221867518	99.83028850953379
114	10000	99.70071827613727	99.8003992015968
115	10000	99.78043912175649	99.82032341784787
116	10000	99.84020772995106	99.9000999000999
117	10000	99.84025559105432	99.84025559105432
118	10000	99.76045513524303	99.82032341784787
119	10000	99.8003792793692	99.82032341784787
12	10000	99.79037732082251	99.85022466300549
120	10000	99.78041720730612	99.82032341784787
121	10000	99.69092721834497	99.71083856815235
122	10000	99.81034138550609	99.82032341784787
123	10000	99.7405707443624	99.79044007584073
124	10000	99.80035935316431	99.84025559105432
125	10000	99.72067039106145	99.76057462090982
126	10000	99.72058676778765	99.83028850953379
127	10000	99.78032950574139	99.9000999000999
128	10000	99.83020375549341	99.930048965724
129	10000	99.77052778609199	99.77052778609199
13	10000	99.7206146477749	99.82032341784787
130	10000	99.8003792793692	99.81036031540074
131	10000	99.72072611210852	99.75062344139651
132	10000	99.72064252219894	99.8003992015968
133	10000	99.87014284287284	99.91008092716555
134	10000	99.6808616734816	99.78048293753741
135	10000	99.79035639412997	99.86019572598363
136	10000	99.71083856815235	99.71083856815235
137	10000	99.64114832535886	99.70089730807577
138	10000	99.62136309286568	99.6412913511359
139	10000	99.83025461807289	99.86019572598363
14	10000	99.68095712861415	99.71083856815235
140	10000	99.78046103183316	99.79044007584073
141	10000	99.81026562812063	99.91008092716555
142	10000	99.73056581179523	99.83028850953379
143	10000	99.6110501645557	99.76057462090982
144	10000	99.80025966243883	99.92006394884093
145	10000	99.86016779864163	99.89012086704625
146	10000	99.85020970641102	99.87016878058525
147	10000	99.72064252219894	99.78048293753741
148	10000	99.87014284287284	99.9000999000999
149	10000	99.83025461807289	99.86019572598363
15	10000	99.72072611210852	99.76057462090982
150	10000	99.84020772995106	99.89012086704625
151	10000	99.64082609997007	99.87016878058525
152	10000	99.81032245183188	99.83028850953379
153	10000	99.72064252219894	99.8003992015968
154	10000	99.89009891098011	99.92006394884093
155	10000	99.82030548068283	99.83028850953379
156	10000	99.8801079028874	99.92006394884093
157	10000	99.91007194244604	99.930048965724
158	10000	99.89012086704625	99.89012086704625
159	10000	99.85022466300549	99.85022466300549
16	10000	99.59147070546034	99.66115208291808
160	10000	99.76052684094991	99.79044007584073
161	10000	99.84019176987614	99.92006394884093
