Name	Length	Identity	Relative length
1	10000	99.35162094763092	99.930048965724
10	10000	99.55094301965872	99.9000999000999
100	10000	99.69055699740467	99.88014382740711
101	10000	99.40179461615155	99.8003992015968
102	10000	99.53117206982543	99.86019572598363
103	10000	99.46140035906643	99.88014382740711
104	10000	99.60063897763578	99.97000899730081
105	10000	99.62068277101218	99.94003597841295
106	10000	99.72041937094359	99.930048965724
107	10000	99.66057701906759	99.9000999000999
108	10000	99.70047923322684	99.91008092716555
109	10000	99.52119700748129	99.85022466300549
11	10000	99.59069581711091	99.930048965724
110	10000	99.60063897763578	99.97000899730081
111	10000	99.45142629164174	99.83028850953379
112	10000	99.52067106051528	100.02000400080016
113	10000	99.6108561165436	99.89012086704625
114	10000	99.70038949365825	99.95002498750625
115	10000	99.57107231920199	99.87016878058525
116	10000	99.5512117283335	99.81036031540074
117	10000	99.59085919568905	99.92006394884093
118	10000	99.60087806824986	99.9000999000999
119	10000	99.66033966033966	100.04001600640257
12	10000	99.59081836327346	99.88014382740711
120	10000	99.58079648667531	99.8801079028874
121	10000	99.61089494163424	99.82032341784787
122	10000	99.74036349111245	99.94003597841295
123	10000	99.65055910543131	99.91008092716555
124	10000	99.56065901148277	100.0100010001
125	10000	99.54091816367266	99.92006394884093
126	10000	99.53103173019358	99.95002498750625
127	10000	99.42167713630472	99.82032341784787
128	10000	99.61070073867039	99.930048965724
129	10000	99.66054313099042	99.91008092716555
13	10000	99.5412386556298	99.83028850953379
130	10000	99.66054313099042	99.92006394884093
131	10000	99.46150777822098	99.85022466300549
132	10000	99.51122194513715	99.84025559105432
133	10000	99.58067092651757	99.96001599360255
134	10000	99.69046430354469	99.930048965724
135	10000	99.6207963277118	99.92006394884093
136	10000	99.501346364815	99.84025559105432
137	10000	99.72030766157226	99.96001599360255
138	10000	99.78006598020593	99.98999599839937
139	10000	99.61054523666867	100.0
14	10000	99.49111953701856	99.89012086704625
140	10000	99.66050923614578	99.930048965724
141	10000	99.49086552860138	99.97000899730081
142	10000	99.74028568574568	99.9900009999
143	10000	99.65031471675492	100.0100010001
144	10000	99.62041754070522	100.06003602161297
145	10000	99.66067864271457	99.86019572598363
146	10000	99.51092923445454	99.91008092716555
147	10000	99.67042844302406	99.96001599360255
148	10000	99.68035161322545	99.96001599360255
149	10000	99.59106323558747	99.82032341784787
15	10000	99.4913732921113	99.87016878058525
150	10000	99.71031864948557	99.97000899730081
151	10000	99.44178628389155	99.78048293753741
152	10000	99.57064403394908	99.96001599360255
153	10000	99.62083416483736	99.88014382740711
154	10000	99.51097804391217	99.92006394884093
155	10000	99.61081728370422	99.86019572598363
156	10000	99.49096716239146	99.89012086704625
157	10000	99.53079764400519	99.92006394884093
158	10000	99.66050923614578	99.97000899730081
159	10000	99.56096587507484	99.87016878058525
16	10000	99.65090764013564	99.81036031540074
160	10000	99.57085828343314	99.95002498750625
161	10000	99.4814002194076	99.85022466300549
162	10000	99.6506637388961	99.9000999000999
163	10000	99.58062905641538	99.94003597841295
164	10000	99.42138866719873	99.82032341784787
165	10000	99.64082609997007	99.84025559105432
166	10000	99.46134663341645	99.88014382740711
167	10000	99.31117100928422	99.95999199839969
168	10000	99.60051932487765	99.95002498750625
169	10000	99.71034758290052	99.95002498750625
17	10000	99.58046149235841	100.06003602161297
170	10000	99.45131683958499	99.88014382740711
171	10000	99.60075855873839	99.9000999000999
172	10000	99.570729759409	99.9000999000999
173	10000	99.4315915436777	99.83028850953379
174	10000	99.5811309464446	99.81036031540074
175	10000	99.66037358905204	99.9900009999
176	10000	99.53140578265204	99.79044007584073
177	10000	99.64068270286455	99.86019572598363
178	10000	99.68035161322545	100.03000900270081
179	10000	99.63055416874688	99.930048965724
18	10000	99.67052715654953	99.94003597841295
180	10000	99.55080854461968	99.97000899730081
181	10000	99.61066187481282	99.930048965724
182	10000	99.81022772672793	99.930048965724
183	10000	99.85010492655141	99.96001599360255
184	10000	99.74018187268912	100.04001600640257
185	10000	99.83015286242382	99.96001599360255
186	10000	99.69037155413504	99.92006394884093
187	10000	99.65038457696534	99.9900009999
188	10000	99.76028765481422	99.930048965724
189	10000	99.65052421367947	100.0100010001
19	10000	99.70038949365825	99.9900009999
190	10000	99.63066480335397	99.9000999000999
191	10000	99.66064477492763	99.87016878058525
192	10000	99.62090981644054	99.81036031540074
193	10000	99.63073852295409	99.930048965724
194	10000	99.52091027048607	99.96001599360255
195	10000	99.72039145196725	99.95002498750625
196	10000	99.56083441461223	99.89009891098011
197	10000	99.66057701906759	99.94003597841295
198	10000	99.51092923445454	99.91008092716555
199	10000	99.620607028754	99.930048965724
2	10000	99.5012966287652	99.83028850953379
20	10000	99.5609220636663	99.94003597841295
200	10000	99.72025177340393	99.97000899730081
201	10000	99.5709867305198	99.89012086704625
202	10000	99.67029673294036	100.06003602161297
203	10000	99.40179461615155	99.86019572598363
204	10000	99.59102244389027	99.82032341784787
205	10000	99.65048931495906	99.95002498750625
206	10000	99.69049520766774	99.9000999000999
207	10000	99.65076830971861	99.83028850953379
208	10000	99.7005988023952	99.84025559105432
209	10000	99.59061407888167	99.94003597841295
21	10000	99.56096587507484	99.85022466300549
210	10000	99.69052610562045	99.9000999000999
211	10000	99.79027264556078	99.89012086704625
212	10000	99.65055910543131	99.96001599360255
213	10000	99.68047928107838	99.92006394884093
214	10000	99.5312655829261	99.84025559105432
215	10000	99.6404673923899	99.98000399920016
216	10000	99.69043339324945	99.94003597841295
217	10000	99.78015389227541	99.9900009999
218	10000	99.60087806824986	99.81036031540074
219	10000	99.59085919568905	99.87016878058525
22	10000	99.76026370991909	99.95002498750625
220	10000	99.55040463582776	100.07004903432403
221	10000	99.66044142614601	99.9900009999
222	10000	99.56043956043956	100.07004903432403
223	10000	99.66037358905204	99.97000899730081
224	10000	99.6404673923899	99.97000899730081
225	10000	99.68047928107838	99.930048965724
226	10000	99.69046430354469	99.95002498750625
227	10000	99.4713216957606	99.87016878058525
228	10000	99.6405750798722	99.95002498750625
229	10000	99.51107563360607	99.9000999000999
23	10000	99.4811414887248	99.92006394884093
230	10000	99.5609220636663	99.88014382740711
231	10000	99.3216957605985	100.0100010001
232	10000	99.66040751098681	99.930048965724
233	10000	99.67046135410425	99.94003597841295
234	10000	99.50099800399201	99.930048965724
235	10000	99.4815036394456	99.78048293753741
236	10000	99.64025182372339	100.09008107296567
237	10000	99.58075464164504	99.9000999000999
238	10000	99.74028568574568	99.98000399920016
239	10000	99.79014689717198	99.97000899730081
24	10000	99.50149551345962	99.79044007584073
240	10000	99.67052715654953	99.92006394884093
241	10000	99.58067092651757	99.930048965724
242	10000	99.5512117283335	99.82032341784787
243	10000	99.5507637017071	99.94003597841295
244	10000	99.59077752270686	99.91008092716555
245	10000	99.61058412381428	99.98000399920016
246	10000	99.61073959476994	99.9000999000999
247	10000	99.6405750798722	99.94003597841295
248	10000	99.68033263837829	100.01000300090027
249	10000	99.60083823969664	99.9000999000999
25	10000	99.51078274760384	99.9900009999
250	10000	99.59069581711091	99.91006295593085
251	10000	99.52086244759433	99.96001599360255
252	10000	99.62075848303394	99.9000999000999
253	10000	99.75034951068504	99.92006394884093
254	10000	99.5909000199561	99.87016878058525
255	10000	99.51141689101605	99.77052778609199
256	10000	99.75032457804853	99.930048965724
257	10000	99.61070073867039	99.87016878058525
258	10000	99.75024975024975	99.97000899730081
259	10000	99.42167713630472	99.85022466300549
26	10000	99.65059399021663	99.92006394884093
260	10000	99.47126895450918	99.91008092716555
261	10000	99.64053919121318	99.90006995103428
262	10000	99.59069581711091	99.96001599360255
263	10000	99.51102684362839	99.95002498750625
264	10000	99.56114103331339	99.85022466300549
265	10000	99.52081461515424	99.92006394884093
266	10000	99.6805430767695	99.92006394884093
267	10000	99.75044919145537	99.87016878058525
268	10000	99.64075441572697	99.88014382740711
269	10000	99.7602158057748	99.9900009999
27	10000	99.65062886803753	99.89012086704625
270	10000	99.49106875561321	99.930048965724
271	10000	99.52153110047847	99.75062344139651
272	10000	99.63055416874688	99.95002498750625
273	10000	99.5709867305198	99.85022466300549
274	10000	99.52114924181963	99.87016878058525
275	10000	99.26228691057722	99.87016878058525
276	10000	99.6108561165436	99.89012086704625
277	10000	99.5507637017071	99.98000399920016
278	10000	99.83011891675827	99.97000899730081
279	10000	99.620607028754	99.92006394884093
28	10000	99.58075464164504	99.92006394884093
280	10000	99.62098543786156	99.84025559105432
281	10000	99.6405750798722	99.930048965724
282	10000	99.5507637017071	99.93002798880448
283	10000	99.71034758290052	99.95002498750625
284	10000	99.66044142614601	99.97000899730081
285	10000	99.74038941587618	99.930048965724
286	10000	99.51092923445454	99.9000999000999
287	10000	99.57094392336859	99.87016878058525
288	10000	99.64061096136568	99.92006394884093
289	10000	99.58079648667531	99.97000899730081
29	10000	99.5408265122779	99.96001599360255
290	10000	99.4913732921113	99.83028850953379
291	10000	99.60059910134798	99.98000399920016
292	10000	99.53070394408387	99.9900009999
293	10000	99.59077752270686	99.930048965724
294	10000	99.51092923445454	99.95002498750625
295	10000	99.64068270286455	99.88014382740711
296	10000	99.69043339324945	99.94003597841295
297	10000	99.61054523666867	99.96001599360255
298	10000	99.77022977022978	99.95002498750625
299	10000	99.71031864948557	99.9900009999
3	10000	99.54128440366972	99.81036031540074
30	10000	99.41182334762237	99.81036031540074
300	10000	99.71031864948557	99.98000399920016
301	10000	99.68063872255489	99.85022466300549
302	10000	99.4219077045749	99.77052778609199
303	10000	99.620607028754	99.95002498750625
304	10000	99.53098493164354	99.930048965724
305	10000	99.61073959476994	99.930048965724
306	10000	99.6506986027944	99.88014382740711
307	10000	99.73035054429242	99.96001599360255
308	10000	99.61073959476994	99.91008092716555
309	10000	99.67032967032966	100.0100010001
31	10000	99.31226951061497	99.79044007584073
310	10000	99.59081836327346	99.89012086704625
311	10000	99.4125846276384	99.60159362549801
312	10000	99.65076830971861	99.81036031540074
313	10000	99.64075441572697	99.86019572598363
314	10000	99.76026370991909	99.94003597841295
315	10000	99.56109725685785	99.85022466300549
316	10000	99.64061096136568	99.92006394884093
317	10000	99.63070166683302	99.86019572598363
318	10000	99.4815036394456	99.78048293753741
319	10000	99.74031162604874	99.97000899730081
32	10000	99.67056004791854	99.9000999000999
320	10000	99.73037747153984	99.92006394884093
321	10000	99.61042852861851	100.03000900270081
322	10000	99.61070073867039	99.930048965724
323	10000	99.56074673055805	99.97000899730081
324	10000	99.61073959476994	99.91008092716555
325	10000	99.30230240207315	99.82032341784787
326	10000	99.62083416483736	99.87016878058525
327	10000	99.5413301425865	99.76057462090982
328	10000	99.45120734384355	99.95002498750625
329	10000	99.73043130990415	99.9000999000999
33	10000	99.601077091852	99.77052778609199
330	10000	99.61066187481282	99.9000999000999
331	10000	99.62064490366377	99.94003597841295
332	10000	99.39139978050484	99.930048965724
333	10000	99.57077260930325	99.92006394884093
334	10000	99.60083823969664	99.88014382740711
335	10000	99.69058788302226	99.86019572598363
336	10000	99.64082609997007	99.82032341784787
337	10000	99.72047519217331	99.89012086704625
338	10000	99.53103173019358	99.91008092716555
339	10000	99.40155595451826	99.83028850953379
34	10000	99.571200638213	99.8003992015968
340	10000	99.54114713216957	99.86019572598363
341	10000	99.501346364815	99.86019572598363
342	10000	99.48124501197127	99.89012086704625
343	10000	99.5314524972585	99.76057462090982
344	10000	99.43210122546577	99.71083856815235
345	10000	99.5811309464446	99.8003992015968
346	10000	99.72047519217331	99.86019572598363
347	10000	99.59094083607702	99.82032341784787
348	10000	99.67052715654953	99.89012086704625
349	10000	99.42086869695457	100.0
35	10000	99.62064490366377	99.95002498750625
350	10000	99.4415079285928	99.82032341784787
351	10000	99.64089775561098	99.82032341784787
352	10000	99.65062886803753	99.930048965724
353	10000	99.65059399021663	99.91008092716555
354	10000	99.62075848303394	99.87016878058525
355	10000	99.63048037551184	100.0
356	10000	99.55094301965872	99.9000999000999
357	10000	99.66071250374215	99.83028850953379
358	10000	99.56096587507484	99.87016878058525
359	10000	99.46177613874215	99.74067424695791
36	10000	99.63073852295409	99.89012086704625
360	10000	99.68044737367686	99.98000399920016
361	10000	99.5507637017071	99.91008092716555
362	10000	99.45169973083442	99.79044007584073
363	10000	99.58062905641538	99.930048965724
364	10000	99.64064683569575	99.97000899730081
365	10000	99.54105557218398	99.88014382740711
366	10000	99.61062300319489	99.94003597841295
367	10000	99.67049425861208	99.98000399920016
368	10000	99.63040655279192	100.0
369	10000	99.49076385421867	99.98000399920016
37	10000	99.67042844302406	100.02000400080016
370	10000	99.68051118210863	99.930048965724
371	10000	99.48119325551232	99.9000999000999
372	10000	99.5609220636663	99.91008092716555
373	10000	99.5507637017071	99.95002498750625
374	10000	99.6805430767695	99.91008092716555
375	10000	99.47111066759804	99.930048965724
376	10000	99.32223661915678	99.7307270370001
377	10000	99.41117764471058	99.97000899730081
378	10000	99.63048037551184	99.94003597841295
379	10000	99.60079840319361	99.91008092716555
38	10000	99.46080878681977	100.04001600640257
380	10000	99.68047928107838	99.930048965724
381	10000	99.74025974025975	100.0
382	10000	99.56079057696147	99.94003597841295
383	10000	99.62075848303394	99.85022466300549
384	10000	99.63055416874688	99.930048965724
385	10000	99.48129675810473	99.92006394884093
386	10000	99.62075848303394	99.88014382740711
387	10000	99.6405750798722	99.9000999000999
388	10000	99.69027874912578	100.05002501250625
389	10000	99.74020783373301	99.9900009999
39	10000	99.7002697572185	100.0
390	10000	99.67032967032966	100.05002501250625
391	10000	99.72022382094325	99.98000399920016
392	10000	99.8001998001998	99.96001599360255
393	10000	99.71040543239465	99.930048965724
394	10000	99.52153110047847	99.70089730807577
395	10000	99.69034062531216	100.0
396	10000	99.51136816912644	99.8003992015968
397	10000	99.64061096136568	99.95002498750625
398	10000	99.57064403394908	99.9900009999
399	10000	99.67052715654953	99.96001599360255
4	10000	99.53089130651762	99.930048965724
40	10000	99.81022772672793	99.91008092716555
400	10000	99.69037155413504	99.9900009999
401	10000	99.71034758290052	99.98000399920016
402	10000	99.64050329538645	99.97000899730081
403	10000	99.55098782678108	99.88014382740711
404	10000	99.50119712689545	99.9000999000999
405	10000	99.58096378329842	99.87016878058525
406	10000	99.61062300319489	99.930048965724
407	10000	99.47137442649112	99.86019572598363
408	10000	99.60087806824986	99.88014382740711
409	10000	99.54055133839393	100.01000300090027
41	10000	99.72039145196725	99.9000999000999
410	10000	99.68063872255489	99.86019572598363
411	10000	99.58108916816278	99.81036031540074
412	10000	99.65062886803753	99.92006394884093
413	10000	99.55098782678108	99.91008092716555
414	10000	99.28222510218323	99.8003992015968
415	10000	99.67032967032966	100.06003602161297
416	10000	99.5212447636146	99.8003992015968
417	10000	99.7002997002997	100.04001600640257
418	10000	99.55089820359281	99.96001599360255
419	10000	99.69037155413504	99.94003597841295
42	10000	99.72016789926045	100.0100010001
420	10000	99.87006496751624	99.98000399920016
421	10000	99.74031162604874	99.95002498750625
422	10000	99.72036352741436	99.9900009999
423	10000	99.60055921709606	99.9900009999
424	10000	99.46161515453639	99.84025559105432
425	10000	99.67042844302406	99.9900009999
426	10000	99.43164822016153	99.81036031540074
427	10000	99.80021975826591	99.92006394884093
428	10000	99.58079648667531	99.9000999000999
429	10000	99.67036260113875	99.96001599360255
43	10000	99.571200638213	99.81036031540074
430	10000	99.67049425861208	99.96001599360255
431	10000	99.62075848303394	99.9000999000999
432	10000	99.5610096777412	99.88014382740711
433	10000	99.561053471668	99.84025559105432
434	10000	99.69037155413504	99.95002498750625
435	10000	99.68035161322545	100.02000400080016
436	10000	99.59106323558747	99.83028850953379
437	10000	99.620607028754	99.92006394884093
438	10000	99.57068690095846	99.9900009999
439	10000	99.71046325878594	99.9000999000999
44	10000	99.61073959476994	99.9000999000999
440	10000	99.6307753717194	99.87016878058525
441	10000	99.52119700748129	99.85022466300549
442	10000	99.65045440926795	99.9900009999
443	10000	99.49132256134051	99.84025559105432
444	10000	99.4718485301445	99.7307270370001
445	10000	99.54096397565114	99.95002498750625
446	10000	99.46156147173198	99.8003992015968
447	10000	99.60091788885563	99.81036031540074
448	10000	99.66061090037931	99.89012086704625
449	10000	99.51146560319043	99.81036031540074
45	10000	99.5612285600319	99.78048293753741
450	10000	99.67052715654953	99.91008092716555
451	10000	99.48119325551232	99.89012086704625
452	10000	99.38191606021334	99.79044007584073
453	10000	99.41235059760956	99.70089730807577
454	10000	99.59098164405427	99.82032341784787
455	10000	99.49117030829093	99.88014382740711
456	10000	99.63051727581386	99.96001599360255
457	10000	99.50079872204473	99.95002498750625
458	10000	99.59094083607702	99.86019572598363
459	10000	99.4814002194076	99.87016878058525
46	10000	99.54100977848732	99.85022466300549
460	10000	99.43136472466081	99.9000999000999
461	10000	99.54073482428115	100.0100010001
462	10000	99.61058412381428	99.96001599360255
463	10000	99.63048037551184	100.04001600640257
464	10000	99.57102952913009	99.82032341784787
465	10000	99.57085828343314	99.89012086704625
466	10000	99.71052106208825	99.87016878058525
467	10000	99.39182452642073	99.81036031540074
468	10000	99.42202291978077	99.7207818109294
469	10000	99.3216957605985	99.91008092716555
47	10000	99.46156147173198	99.82032341784787
470	10000	99.5412386556298	99.81036031540074
471	10000	99.59098164405427	99.78041720730612
472	10000	99.58083832335329	99.9000999000999
473	10000	99.52143569292123	99.6609155280742
474	10000	99.47169059011165	99.79044007584073
475	10000	99.52119700748129	99.87016878058525
476	10000	99.57094392336859	99.9000999000999
477	10000	99.62072063080147	99.89012086704625
478	10000	99.60067884596187	99.94003597841295
479	10000	99.6108561165436	99.87016878058525
48	10000	99.56096587507484	99.88014382740711
480	10000	99.45159038787516	99.81036031540074
481	10000	99.51107563360607	99.9000999000999
482	10000	99.64086193136473	99.82032341784787
483	10000	99.50139609094535	99.83028850953379
484	10000	99.49101796407186	99.95002498750625
485	10000	99.38247011952191	99.69095803010667
486	10000	99.40209267563527	99.68102073365232
487	10000	99.45153570003988	99.81036031540074
488	10000	99.49152542372882	99.81036031540074
489	10000	99.63088587390263	99.83028850953379
49	10000	99.47105788423154	99.95002498750625
490	10000	99.45131683958499	99.95002498750625
491	10000	99.55116696588868	99.8003992015968
492	10000	99.59073667398683	99.92006394884093
493	10000	99.54068896655018	99.98000399920016
494	10000	99.61058412381428	99.98000399920016
495	10000	99.60095770151636	99.83028850953379
496	10000	99.52167414050822	99.68102073365232
497	10000	99.59085919568905	99.85022466300549
498	10000	99.77027566919696	99.96001599360255
499	10000	99.49076385421867	100.03000900270081
5	10000	99.55098782678108	99.86019572598363
50	10000	99.69046430354469	99.9000999000999
500	10000	99.57102952913009	99.87016878058525
501	10000	99.66030572484763	100.0100010001
502	10000	99.59065495207668	99.95002498750625
503	10000	99.58058717795087	99.97000899730081
504	10000	99.56109725685785	99.82032341784787
505	10000	99.64043148222133	99.9900009999
506	10000	99.50109758531231	99.88014382740711
507	10000	99.33213716108453	99.84025559105432
508	10000	99.72041937094359	99.91008092716555
509	10000	99.5510774142059	99.84025559105432
