Name	Length	Identity	Relative length
1	10000	99.68057496506289	99.84025559105432
10	10000	99.75034951068504	99.87016878058525
100	10000	99.85017978425888	99.9000999000999
101	10000	99.58104738154613	99.8003992015968
102	10000	99.76047904191617	99.81036031540074
103	10000	99.64082609997007	99.81036031540074
104	10000	99.81018981018981	99.95002498750625
105	10000	99.82019778243932	99.94003597841295
106	10000	99.8800959232614	99.91006295593085
107	10000	99.82019778243932	99.92006394884093
108	10000	99.81022772672793	99.91008092716555
109	10000	99.62083416483736	99.82032341784787
11	10000	99.71052106208825	99.85022466300549
110	10000	99.81022772672793	99.92006394884093
111	10000	99.72053099111687	99.84025559105432
112	10000	99.72019586289598	100.03000900270081
113	10000	99.78035143769968	99.88014382740711
114	10000	99.82017982017982	99.94003597841295
115	10000	99.71066546942033	99.8003992015968
116	10000	99.71063659948115	99.81036031540074
117	10000	99.73051202714842	99.85022466300549
118	10000	99.82025164769323	99.89012086704625
119	10000	99.85005997600959	100.02000400080016
12	10000	99.78030756940284	99.88014382740711
120	10000	99.80029955067398	99.88014382740711
121	10000	99.73045822102426	99.86019572598363
122	10000	99.85019474682912	99.88014382740711
123	10000	99.75034951068504	99.89012086704625
124	10000	99.71034758290052	99.98000399920016
125	10000	99.76035946080879	99.89012086704625
126	10000	99.80031948881789	99.87016878058525
127	10000	99.62083416483736	99.82032341784787
128	10000	99.77029861180465	99.930048965724
129	10000	99.86011191047162	99.92006394884093
13	10000	99.69071136386312	99.8003992015968
130	10000	99.78028562868272	99.91008092716555
131	10000	99.64089775561098	99.81036031540074
132	10000	99.69074221867518	99.79044007584073
133	10000	99.7802636835797	99.930048965724
134	10000	99.83020375549341	99.91008092716555
135	10000	99.72058676778765	99.84025559105432
136	10000	99.67065868263474	99.86019572598363
137	10000	99.87007795322806	99.96001599360255
138	10000	99.91002699190243	99.9900009999
139	10000	99.75029964043148	99.95002498750625
14	10000	99.66064477492763	99.87016878058525
140	10000	99.79027264556078	99.89012086704625
141	10000	99.69040247678019	99.930048965724
142	10000	99.87010391686651	99.94003597841295
143	10000	99.76016788248226	99.98000399920016
144	10000	99.8201618543311	99.96001599360255
145	10000	99.81024667931689	99.91008092716555
146	10000	99.79029358897543	99.86019572598363
